Date,Open,High,Low,Close,Volume
2015-01-02,170.91171340245012,171.32578382923276,169.08979341546532,170.12496948242188,121465900
2015-01-05,169.08157077807908,169.24719647462058,166.74621939305322,167.05262756347656,169632600
2015-01-06,167.35902764550087,167.88076056900059,164.6841354981615,165.47915649414062,209151400
2015-01-07,166.80415376773578,167.88073956316435,166.35696320099726,167.54119873046875,125346700
2015-01-08,168.9490503774883,170.72956120963863,168.93249665478461,170.5142364501953,147217800
2015-01-09,170.92829469871802,170.94486105666158,168.53496775123423,169.14779663085938,158567300
2015-01-12,169.28030541730055,169.43765422966325,167.21822977118725,167.82276916503906,144396100
2015-01-13,169.04009440452768,170.16636638700572,166.05050564021337,167.35069274902344,214553300
2015-01-14,165.3383066150455,166.53912089108297,164.44392566596335,166.34036254882812,192991100
2015-01-15,166.97811469326078,167.29279975741733,164.7007263865286,164.81666564941406,176613900
2015-01-16,164.60955928064396,167.1353913848999,164.42736728384997,166.97804260253906,211879600
2015-01-20,167.61576295504287,167.8807741873434,165.76901173701117,167.33419799804688,130991100
2015-01-21,166.87042960463523,168.65921739145298,166.40667261614846,168.17889404296875,122942700
2015-01-22,168.9324774316333,170.81234829538025,167.55776041788667,170.6798553466797,174356000
2015-01-23,170.42316402997878,170.67989840459322,169.61158923007656,169.7440948486328,117516800
2015-01-26,169.52873956995722,170.23265179616268,168.81653784693114,170.1415557861328,92009700
2015-01-27,168.0877619624292,169.04011895690113,167.06915217860907,167.8972930908203,134044600
2015-01-28,169.0815945701993,169.1809674748212,165.55371745536436,165.7441864013672,168514300
2015-01-29,165.9429221459114,167.53295158450695,164.535072128723,167.27622985839844,173585400
2015-01-30,166.10027140317112,167.42528962048652,164.90774616208577,165.17274475097656,197729700
2015-02-02,165.66961155632973,167.30932721771725,163.85598072283597,167.21823120117188,163107000
2015-02-03,168.11263703970548,169.6447030722255,167.73997608586896,169.63641357421875,124212900
2015-02-04,168.8745240134986,170.08361552524215,168.534983145,168.99046325683594,134306700
2015-02-05,169.65297323477577,170.84549834910774,169.57844357423738,170.69642639160156,97953200
2015-02-06,171.06079833152506,171.62394076730268,169.70264763355704,170.22438049316406,125672000
2015-02-09,169.57843312899038,170.29891174267553,169.0567002644991,169.46249389648438,87219000
2015-02-10,170.4976724628847,171.5245592115905,169.5038931575931,171.26783752441406,96164200
2015-02-11,171.10221945776905,171.79785489325087,170.45627046247458,171.36721801757812,91087800
2015-02-12,172.16224399290283,173.07320421101406,171.40035573613238,173.01522827148438,97545900
2015-02-13,173.13945916904026,173.7771186932326,172.88272482333429,173.72743225097656,93670400
2015-02-17,173.41274666261336,174.17464761829712,173.16431443405426,174.000732421875,76968200
2015-02-18,173.62804566701706,174.09180260672233,173.3630344806547,174.01727294921875,80652900
2015-02-19,173.42095645855383,174.25737406196495,173.28017404826235,173.8929901123047,91462500
2015-02-20,173.4789416781696,175.01100730487258,172.85783604081865,174.9364776611328,140896400
